date,pincode,enrol_age_0_5,enrol_age_5_17,enrol_age_18_greater,demo_demo_age_5_17,demo_demo_age_17_,bio_bio_age_5_17,bio_bio_age_17_,city_type,state,district,Month,Weekday,Month_Name
2025-04-01,135133,0.0,0.0,0.0,71.0,362.0,0.0,0.0,Non-Metropolitan,Haryana,Yamuna Nagar,4,Tuesday,April
2025-04-01,136042,0.0,0.0,0.0,16.0,118.0,0.0,0.0,Non-Metropolitan,Haryana,Kaithal,4,Tuesday,April
2025-04-01,136043,0.0,0.0,0.0,56.0,242.0,0.0,0.0,Non-Metropolitan,Haryana,Kaithal,4,Tuesday,April
2025-04-01,136119,0.0,0.0,0.0,65.0,400.0,0.0,0.0,Non-Metropolitan,Haryana,Kurukshetra,4,Tuesday,April
2025-04-01,136132,0.0,0.0,0.0,54.0,396.0,0.0,0.0,Non-Metropolitan,Haryana,Kurukshetra,4,Tuesday,April
2025-04-01,140507,0.0,0.0,0.0,46.0,645.0,0.0,0.0,Non-Metropolitan,Punjab,SAS Nagar (Mohali),4,Tuesday,April
2025-04-01,140603,0.0,0.0,0.0,169.0,1637.0,0.0,0.0,Non-Metropolitan,Punjab,SAS Nagar (Mohali),4,Tuesday,April
2025-04-01,141008,0.0,0.0,0.0,204.0,2314.0,0.0,0.0,Metropolitan,Punjab,Ludhiana,4,Tuesday,April
2025-04-01,142047,0.0,0.0,0.0,18.0,288.0,0.0,0.0,Non-Metropolitan,Punjab,Ferozepur,4,Tuesday,April
2025-04-01,143505,0.0,0.0,0.0,106.0,1760.0,0.0,0.0,Non-Metropolitan,Punjab,Gurdaspur,4,Tuesday,April
2025-04-01,143521,0.0,0.0,0.0,49.0,860.0,0.0,0.0,Non-Metropolitan,Punjab,Gurdaspur,4,Tuesday,April
2025-04-01,146001,0.0,0.0,0.0,92.0,1386.0,0.0,0.0,Non-Metropolitan,Punjab,Hoshiarpur,4,Tuesday,April
2025-04-01,147101,0.0,0.0,0.0,70.0,948.0,0.0,0.0,Non-Metropolitan,Punjab,Patiala,4,Tuesday,April
2025-04-01,160002,0.0,0.0,0.0,246.0,641.0,0.0,0.0,Metropolitan,Chandigarh,Chandigarh,4,Tuesday,April
2025-04-01,160015,0.0,0.0,0.0,76.0,223.0,0.0,0.0,Metropolitan,Chandigarh,Chandigarh,4,Tuesday,April
2025-04-01,160019,0.0,0.0,0.0,123.0,417.0,0.0,0.0,Metropolitan,Chandigarh,Chandigarh,4,Tuesday,April
2025-04-01,160022,0.0,0.0,0.0,71.0,321.0,0.0,0.0,Metropolitan,Chandigarh,Chandigarh,4,Tuesday,April
2025-04-01,160036,0.0,0.0,0.0,400.0,1441.0,0.0,0.0,Metropolitan,Chandigarh,Chandigarh,4,Tuesday,April
2025-04-01,160047,0.0,0.0,0.0,370.0,1255.0,0.0,0.0,Metropolitan,Chandigarh,Chandigarh,4,Tuesday,April
2025-04-01,160102,0.0,0.0,0.0,382.0,697.0,0.0,0.0,Metropolitan,Chandigarh,Chandigarh,4,Tuesday,April
2025-04-01,173027,0.0,0.0,0.0,130.0,253.0,0.0,0.0,Non-Metropolitan,Himachal Pradesh,Sirmaur,4,Tuesday,April
2025-04-01,174303,0.0,0.0,0.0,61.0,346.0,0.0,0.0,Non-Metropolitan,Himachal Pradesh,Una,4,Tuesday,April
2025-04-01,174315,0.0,0.0,0.0,13.0,113.0,0.0,0.0,Non-Metropolitan,Himachal Pradesh,Una,4,Tuesday,April
2025-04-01,177001,0.0,0.0,0.0,14.0,174.0,0.0,0.0,Non-Metropolitan,Himachal Pradesh,Hamirpur,4,Tuesday,April
2025-04-01,182101,0.0,0.0,0.0,49.0,432.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Udhampur,4,Tuesday,April
2025-04-01,182144,0.0,0.0,0.0,144.0,481.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Ramban,4,Tuesday,April
2025-04-01,184121,0.0,0.0,0.0,52.0,258.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Samba,4,Tuesday,April
2025-04-01,184204,0.0,0.0,0.0,62.0,439.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Kathua,4,Tuesday,April
2025-04-01,184205,0.0,0.0,0.0,18.0,126.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Kathua,4,Tuesday,April
2025-04-01,185101,0.0,0.0,0.0,210.0,1411.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Punch,4,Tuesday,April
2025-04-01,191113,0.0,0.0,0.0,215.0,368.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Budgam,4,Tuesday,April
2025-04-01,191131,0.0,0.0,0.0,96.0,606.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Ganderbal,4,Tuesday,April
2025-04-01,191202,0.0,0.0,0.0,64.0,322.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Ganderbal,4,Tuesday,April
2025-04-01,192121,0.0,0.0,0.0,27.0,219.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Pulwama,4,Tuesday,April
2025-04-01,192124,0.0,0.0,0.0,61.0,448.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Anantnag,4,Tuesday,April
2025-04-01,192201,0.0,0.0,0.0,111.0,556.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Anantnag,4,Tuesday,April
2025-04-01,192211,0.0,0.0,0.0,75.0,340.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Anantnag,4,Tuesday,April
2025-04-01,192232,0.0,0.0,0.0,43.0,184.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Kulgam,4,Tuesday,April
2025-04-01,192301,0.0,0.0,0.0,217.0,1124.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Pulwama,4,Tuesday,April
2025-04-01,193121,0.0,0.0,0.0,84.0,738.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Baramula,4,Tuesday,April
2025-04-01,193123,0.0,0.0,0.0,86.0,478.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Baramula,4,Tuesday,April
2025-04-01,193224,0.0,0.0,0.0,698.0,3103.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Kupwara,4,Tuesday,April
2025-04-01,193225,0.0,0.0,0.0,103.0,554.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Kupwara,4,Tuesday,April
2025-04-01,193302,0.0,0.0,0.0,180.0,852.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Kupwara,4,Tuesday,April
2025-04-01,193411,0.0,0.0,0.0,296.0,566.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Budgam,4,Tuesday,April
2025-04-01,193502,0.0,0.0,0.0,190.0,1414.0,0.0,0.0,Non-Metropolitan,Jammu and Kashmir,Bandipore,4,Tuesday,April
2025-04-01,201001,0.0,0.0,0.0,521.0,4047.0,0.0,0.0,Metropolitan,Uttar Pradesh,Ghaziabad,4,Tuesday,April
2025-04-01,201009,0.0,0.0,0.0,316.0,2324.0,0.0,0.0,Metropolitan,Uttar Pradesh,Ghaziabad,4,Tuesday,April
2025-04-01,201102,0.0,0.0,0.0,524.0,5709.0,0.0,0.0,Metropolitan,Uttar Pradesh,Ghaziabad,4,Tuesday,April
2025-04-01,201304,0.0,0.0,0.0,172.0,1442.0,0.0,0.0,Non-Metropolitan,Uttar Pradesh,Gautam Buddha Nagar,4,Tuesday,April
2025-04-01,201306,0.0,0.0,0.0,359.0,2953.0,0.0,0.0,Non-Metropolitan,Uttar Pradesh,Gautam Buddha Nagar,4,Tuesday,April
2025-04-01,202001,0.0,0.0,0.0,977.0,9397.0,0.0,0.0,Non-Metropolitan,Uttar Pradesh,Aligarh,4,Tuesday,April
2025-04-01,203001,0.0,0.0,0.0,466.0,2889.0,0.0,0.0,Non-Metropolitan,Uttar Pradesh,Bulandshahr,4,Tuesday,April
2025-04-01,203207,0.0,0.0,0.0,340.0,2370.0,0.0,0.0,Non-Metropolitan,Uttar Pradesh,Gautam Buddha Nagar,4,Tuesday,April
2025-04-01,206001,0.0,0.0,0.0,312.0,2134.0,0.0,0.0,Non-Metropolitan,Uttar Pradesh,Etawah,4,Tuesday,April
2025-04-01,208021,0.0,0.0,0.0,183.0,2281.0,0.0,0.0,Metropolitan,Uttar Pradesh,Kanpur Nagar,4,Tuesday,April
2025-04-01,226016,0.0,0.0,0.0,161.0,1314.0,0.0,0.0,Metropolitan,Uttar Pradesh,Lucknow,4,Tuesday,April
2025-04-01,226017,0.0,0.0,0.0,167.0,1472.0,0.0,0.0,Metropolitan,Uttar Pradesh,Lucknow,4,Tuesday,April
2025-04-01,241001,0.0,0.0,0.0,360.0,2961.0,0.0,0.0,Non-Metropolitan,Uttar Pradesh,Hardoi,4,Tuesday,April
2025-04-01,243006,0.0,0.0,0.0,132.0,1047.0,0.0,0.0,Non-Metropolitan,Uttar Pradesh,Bareilly,4,Tuesday,April
2025-04-01,244901,0.0,0.0,0.0,756.0,5993.0,0.0,0.0,Non-Metropolitan,Uttar Pradesh,Rampur,4,Tuesday,April
2025-04-01,246149,0.0,0.0,0.0,91.0,999.0,0.0,0.0,Non-Metropolitan,Uttarakhand,Pauri Garhwal,4,Tuesday,April
2025-04-01,247001,0.0,0.0,0.0,753.0,6540.0,0.0,0.0,Non-Metropolitan,Uttar Pradesh,Saharanpur,4,Tuesday,April
2025-04-01,247776,0.0,0.0,0.0,322.0,2620.0,0.0,0.0,Non-Metropolitan,Uttar Pradesh,Shamli,4,Tuesday,April
2025-04-01,248007,0.0,0.0,0.0,124.0,1009.0,0.0,0.0,Metropolitan,Uttarakhand,Dehradun,4,Tuesday,April
2025-04-01,248140,0.0,0.0,0.0,138.0,963.0,0.0,0.0,Metropolitan,Uttarakhand,Dehradun,4,Tuesday,April
2025-04-01,248142,0.0,0.0,0.0,58.0,677.0,0.0,0.0,Metropolitan,Uttarakhand,Dehradun,4,Tuesday,April
2025-04-01,248198,0.0,0.0,0.0,57.0,511.0,0.0,0.0,Metropolitan,Uttarakhand,Dehradun,4,Tuesday,April
2025-04-01,249407,0.0,0.0,0.0,148.0,1142.0,0.0,0.0,Non-Metropolitan,Uttarakhand,Haridwar,4,Tuesday,April
2025-04-01,250401,0.0,0.0,0.0,206.0,1955.0,0.0,0.0,Metropolitan,Uttar Pradesh,Meerut,4,Tuesday,April
2025-04-01,250611,0.0,0.0,0.0,366.0,2361.0,0.0,0.0,Non-Metropolitan,Uttar Pradesh,Baghpat,4,Tuesday,April
2025-04-01,251001,0.0,0.0,0.0,477.0,3116.0,0.0,0.0,Non-Metropolitan,Uttar Pradesh,Muzaffarnagar,4,Tuesday,April
2025-04-01,262001,0.0,0.0,0.0,472.0,5201.0,0.0,0.0,Non-Metropolitan,Uttar Pradesh,Pilibhit,4,Tuesday,April
2025-04-01,262401,0.0,0.0,0.0,291.0,1519.0,0.0,0.0,Non-Metropolitan,Uttarakhand,Udham Singh Nagar,4,Tuesday,April
2025-04-01,262405,0.0,0.0,0.0,123.0,1141.0,0.0,0.0,Non-Metropolitan,Uttarakhand,Udham Singh Nagar,4,Tuesday,April
2025-04-01,262524,0.0,0.0,0.0,86.0,649.0,0.0,0.0,Non-Metropolitan,Uttarakhand,Champawat,4,Tuesday,April
2025-04-01,263139,0.0,0.0,0.0,591.0,3166.0,0.0,0.0,Non-Metropolitan,Uttarakhand,Nainital,4,Tuesday,April
2025-04-01,263152,0.0,0.0,0.0,78.0,873.0,0.0,0.0,Non-Metropolitan,Uttarakhand,Udham Singh Nagar,4,Tuesday,April
2025-04-01,263160,0.0,0.0,0.0,74.0,644.0,0.0,0.0,Non-Metropolitan,Uttarakhand,Udham Singh Nagar,4,Tuesday,April
2025-04-01,283203,0.0,0.0,0.0,651.0,8545.0,0.0,0.0,Non-Metropolitan,Uttar Pradesh,Firozabad,4,Tuesday,April
2025-04-01,301001,0.0,0.0,0.0,395.0,3025.0,0.0,0.0,Non-Metropolitan,Rajasthan,Alwar,4,Tuesday,April
2025-04-01,301404,0.0,0.0,0.0,110.0,900.0,0.0,0.0,Non-Metropolitan,Rajasthan,Alwar,4,Tuesday,April
2025-04-01,302001,0.0,0.0,0.0,42.0,646.0,0.0,0.0,Metropolitan,Rajasthan,Jaipur,4,Tuesday,April
2025-04-01,302006,0.0,0.0,0.0,74.0,669.0,0.0,0.0,Metropolitan,Rajasthan,Jaipur,4,Tuesday,April
2025-04-01,302012,0.0,0.0,0.0,610.0,4263.0,0.0,0.0,Metropolitan,Rajasthan,Jaipur,4,Tuesday,April
2025-04-01,302015,0.0,0.0,0.0,38.0,456.0,0.0,0.0,Metropolitan,Rajasthan,Jaipur,4,Tuesday,April
2025-04-01,302020,0.0,0.0,0.0,152.0,1479.0,0.0,0.0,Metropolitan,Rajasthan,Jaipur,4,Tuesday,April
2025-04-01,302021,0.0,0.0,0.0,110.0,940.0,0.0,0.0,Metropolitan,Rajasthan,Jaipur,4,Tuesday,April
2025-04-01,302029,0.0,0.0,0.0,366.0,1854.0,0.0,0.0,Metropolitan,Rajasthan,Jaipur,4,Tuesday,April
2025-04-01,302039,0.0,0.0,0.0,155.0,1000.0,0.0,0.0,Metropolitan,Rajasthan,Jaipur,4,Tuesday,April
2025-04-01,303007,0.0,0.0,0.0,30.0,373.0,0.0,0.0,Metropolitan,Rajasthan,Jaipur,4,Tuesday,April
2025-04-01,304001,0.0,0.0,0.0,377.0,1902.0,0.0,0.0,Non-Metropolitan,Rajasthan,Tonk,4,Tuesday,April
2025-04-01,304021,0.0,0.0,0.0,69.0,795.0,0.0,0.0,Non-Metropolitan,Rajasthan,Tonk,4,Tuesday,April
2025-04-01,305001,0.0,0.0,0.0,407.0,2851.0,0.0,0.0,Non-Metropolitan,Rajasthan,Ajmer,4,Tuesday,April
2025-04-01,307026,0.0,0.0,0.0,120.0,1156.0,0.0,0.0,Non-Metropolitan,Rajasthan,Sirohi,4,Tuesday,April
2025-04-01,313002,0.0,0.0,0.0,51.0,467.0,0.0,0.0,Non-Metropolitan,Rajasthan,Udaipur,4,Tuesday,April
2025-04-01,313011,0.0,0.0,0.0,48.0,506.0,0.0,0.0,Non-Metropolitan,Rajasthan,Udaipur,4,Tuesday,April
2025-04-01,321001,0.0,0.0,0.0,327.0,2151.0,0.0,0.0,Non-Metropolitan,Rajasthan,Bharatpur,4,Tuesday,April
2025-04-01,323801,0.0,0.0,0.0,32.0,525.0,0.0,0.0,Non-Metropolitan,Rajasthan,Bundi,4,Tuesday,April
2025-04-01,324001,0.0,0.0,0.0,169.0,1028.0,0.0,0.0,Metropolitan,Rajasthan,Kota,4,Tuesday,April
2025-04-01,324005,0.0,0.0,0.0,220.0,1284.0,0.0,0.0,Metropolitan,Rajasthan,Kota,4,Tuesday,April
2025-04-01,325001,0.0,0.0,0.0,52.0,624.0,0.0,0.0,Metropolitan,Rajasthan,Kota,4,Tuesday,April
2025-04-01,325205,0.0,0.0,0.0,195.0,1381.0,0.0,0.0,Non-Metropolitan,Rajasthan,Baran,4,Tuesday,April
2025-04-01,326038,0.0,0.0,0.0,76.0,588.0,0.0,0.0,Non-Metropolitan,Rajasthan,Jhalawar,4,Tuesday,April
2025-04-01,328021,0.0,0.0,0.0,227.0,1222.0,0.0,0.0,Non-Metropolitan,Rajasthan,Dholpur,4,Tuesday,April
2025-04-01,331001,0.0,0.0,0.0,132.0,930.0,0.0,0.0,Non-Metropolitan,Rajasthan,Churu,4,Tuesday,April
